start_id,end_id
"19th International Conference on Network and Service Management, CNSM 2023","2023 19th International Conference on Network and Service Management, CNSM 2023"
"18th International Conference on Privacy, Security and Trust, PST 2021","2021 18th International Conference on Privacy, Security and Trust, PST 2021"
"3rd International Conference on Digital Information Management, ICDIM 2008","3rd International Conference on Digital Information Management, ICDIM 2008"
"11th International Conference on Computing, Communication and Networking Technologies, ICCCNT 2020","2020 11th International Conference on Computing, Communication and Networking Technologies, ICCCNT 2020"
"8th IEEE International Conference for Convergence in Technology, I2CT 2023","2023 IEEE 8th International Conference for Convergence in Technology, I2CT 2023"
"17th International Conference on Probabilistic Methods Applied to Power Systems, PMAPS 2022","2022 17th International Conference on Probabilistic Methods Applied to Power Systems, PMAPS 2022"
"8th International Conference on Cyber and IT Service Management, CITSM 2020","2020 8th International Conference on Cyber and IT Service Management, CITSM 2020"
"21st International Conference on Information Fusion, FUSION 2018","2018 21st International Conference on Information Fusion, FUSION 2018"
"21st ACM/IEEE International Conference on Information Processing in Sensor Networks, IPSN 2022","Proceedings - 21st ACM/IEEE International Conference on Information Processing in Sensor Networks, IPSN 2022"
"20th International Symposium on Modeling and Optimization in Mobile, Ad hoc, and Wireless Networks, WiOpt 2022","2022 20th International Symposium on Modeling and Optimization in Mobile, Ad hoc, and Wireless Networks, WiOpt 2022"
"8th International Conference on Emerging Security Technologies, EST 2019","2019 8th International Conference on Emerging Security Technologies, EST 2019"
"4th IEEE International Conference on Cognitive Machine Intelligence, CogMI 2022","Proceedings - 2022 IEEE 4th International Conference on Cognitive Machine Intelligence, CogMI 2022"
"5th IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications, TPS-ISA 2023","Proceedings - 2023 5th IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications, TPS-ISA 2023"
"49th Annual IEEE/IFIP International Conference on Dependable Systems and Networks - Supplemental Volume, DSN-S 2019","Proceedings - 49th Annual IEEE/IFIP International Conference on Dependable Systems and Networks - Supplemental Volume, DSN-S 2019"
"13th International Conference on Computing Communication and Networking Technologies, ICCCNT 2022","2022 13th International Conference on Computing Communication and Networking Technologies, ICCCNT 2022"
"17th IEEE International Conference on Information Reuse and Integration, IRI 2016","Proceedings - 2016 IEEE 17th International Conference on Information Reuse and Integration, IRI 2016"
"2019 IEEE Symposium on Visualization for Cyber Security, VizSec 2019","2019 IEEE Symposium on Visualization for Cyber Security, VizSec 2019"
"34th IEEE International Conference on Data Engineering, ICDE 2018","Proceedings - IEEE 34th International Conference on Data Engineering, ICDE 2018"
"2020 International Symposium on Community-Centric Systems, CcS 2020","2020 International Symposium on Community-Centric Systems, CcS 2020"
"24th IEEE International Conference on Information Reuse and Integration for Data Science, IRI 2023","Proceedings - 2023 IEEE 24th International Conference on Information Reuse and Integration for Data Science, IRI 2023"
"2018 IEEE/IFIP Network Operations and Management Symposium, NOMS 2018","IEEE/IFIP Network Operations and Management Symposium: Cognitive Management in a Cyber World, NOMS 2018"
"2023 International Conference on Intelligent Metaverse Technologies and Applications, iMETA 2023","2023 International Conference on Intelligent Metaverse Technologies and Applications, iMETA 2023"
"5th IEEE/ACM International Workshop on Data Analysis and Reduction for Big Scientific Data, DRBSD-5 2019","Proceedings of DRBSD-5 2019: 5th International Workshop on Data Analysis and Reduction for Big Scientific Data - Held in conjunction with SC 2019: The International Conference for High Performance Computing, Networking, Storage and Analysis"
"8th IEEE International Congress on Big Data, BigData Congress 2019","Proceedings - 2019 IEEE International Congress on Big Data, BigData Congress 2019 - Part of the 2019 IEEE World Congress on Services"
"2nd IEEE International Congress on Internet of Things, ICIOT 2017","Proceedings - 2017 IEEE 2nd International Congress on Internet of Things, ICIOT 2017"
"9th International Conference on Big Data Computing and Communications, BigCom 2023","Proceedings - 2023 9th International Conference on Big Data Computing and Communications, BigCom 2023"
"16th IEEE International Conference on Intelligent Systems and Knowledge Engineering, ISKE 2021","2021 IEEE International Conference on Intelligent Systems and Knowledge Engineering, ISKE 2021"
"2012 IEEE Network Operations and Management Symposium, NOMS 2012","Proceedings of the 2012 IEEE Network Operations and Management Symposium, NOMS 2012"
"13th International Conference on Computational Intelligence and Security, CIS 2017","Proceedings - 13th International Conference on Computational Intelligence and Security, CIS 2017"
"1st IEEE International Conference on Blockchain and Cryptocurrency, ICBC 2019",ICBC 2019 - IEEE International Conference on Blockchain and Cryptocurrency
"6th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2017","Proceedings - 2017 6th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2017"
"2023 IEEE International Symposium on Medical Measurements and Applications, MeMeA 2023","2023 IEEE International Symposium on Medical Measurements and Applications, MeMeA 2023 - Conference Proceedings"
"6th IEEE International Workshop on Genomic Signal Processing and Statistics, GENSIPS'08",GENSIPS'08 - 6th IEEE International Workshop on Genomic Signal Processing and Statistics
"19th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing, CCGrid 2019","Proceedings - 19th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing, CCGrid 2019"
"2021 IEEE International Conference on Internet of Things and Intelligence Systems, IoTaIS 2021","Proceedings of the 2021 IEEE International Conference on Internet of Things and Intelligence Systems, IoTaIS 2021"
"18th Workshop on Information Processing and Control, RPIC 2019","2019 18th Workshop on Information Processing and Control, RPIC 2019"
"2020 IEEE European Technology and Engineering Management Summit, E-TEMS 2020","2020 IEEE European Technology and Engineering Management Summit, E-TEMS 2020"
"5th IEEE Conference on Dependable and Secure Computing, DSC 2022","5th IEEE Conference on Dependable and Secure Computing, DSC 2022 and SECSOC 2022 Workshop, PASS4IoT 2022 Workshop SICSA International Paper/Poster Competition in Cybersecurity"
"24th IEEE International Conference on High Performance Computing and Communications, 8th IEEE International Conference on Data Science and Systems, 20th IEEE International Conference on Smart City and 8th IEEE International Conference on Dependability in Sensor, Cloud and Big Data Systems and Application, HPCC/DSS/SmartCity/DependSys 2022","Proceedings - 24th IEEE International Conference on High Performance Computing and Communications, 8th IEEE International Conference on Data Science and Systems, 20th IEEE International Conference on Smart City and 8th IEEE International Conference on Dependability in Sensor, Cloud and Big Data Systems and Application, HPCC/DSS/SmartCity/DependSys 2022"
"5th IEEE International Conference on Fog and Edge Computing, ICFEC 2021","Proceedings - 5th IEEE International Conference on Fog and Edge Computing, ICFEC 2021"
"2022 IEEE International Conference on Electrical Engineering, Big Data and Algorithms, EEBDA 2022","2022 IEEE International Conference on Electrical Engineering, Big Data and Algorithms, EEBDA 2022"
"5th IEEE International Conference on Blockchain and Cryptocurrency, ICBC 2023","2023 IEEE International Conference on Blockchain and Cryptocurrency, ICBC 2023"
"16th IEEE  International Wireless Communications and Mobile Computing Conference, IWCMC 2020","2020 International Wireless Communications and Mobile Computing, IWCMC 2020"
"11th IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS 2021","Proceedings of the 11th IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS 2021"
"17th IEEE International Conference on Service-Oriented System Engineering, SOSE 2023","Proceedings - 17th IEEE International Conference on Service-Oriented System Engineering, SOSE 2023"
"2022 International Symposium on iNnovative Informatics of Biskra, ISNIB 2022","2022 International Symposium on iNnovative Informatics of Biskra, ISNIB 2022"
"15th International Conference on Ubiquitous Information Management and Communication, IMCOM 2021","Proceedings of the 2021 15th International Conference on Ubiquitous Information Management and Communication, IMCOM 2021"
"2016 11th International Conference on Digital Information Management, ICDIM 2016","2016 11th International Conference on Digital Information Management, ICDIM 2016"
"27th International Computer Science and Engineering Conference, ICSEC 2023","27th International Computer Science and Engineering Conference 2023, ICSEC 2023"
"2014 10th International Conference on Information Assurance and Security, IAS 2014","2014 10th International Conference on Information Assurance and Security, IAS 2014"
"2nd International Conference on Computer Communication and the Internet, ICCCI 2020","2020 2nd International Conference on Computer Communication and the Internet, ICCCI 2020"
"2022 Asia Conference on Algorithms, Computing and Machine Learning, CACML 2022","Proceedings - 2022 Asia Conference on Algorithms, Computing and Machine Learning, CACML 2022"
"6th International Conference on Information and Communication Technologies for Disaster Management, ICT-DM 2019","6th International Conference on Information and Communication Technologies for Disaster Management, ICT-DM 2019"
"2020 International Workshop on on Semantic Big Data, SBD 2020 - In conjunction with the 2020 ACM SIGMOD/PODS Conference","Proceedings of the International Workshop on on Semantic Big Data, SBD 2020 - In conjunction with the 2020 ACM SIGMOD/PODS Conference"
"5th International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2020","Proceedings - 2020 5th International Conference on Research in Computational Intelligence and Communication Networks, ICRCICN 2020"
"2nd International Conference on New Trends in Computing Sciences, ICTCS 2019","2019 2nd International Conference on New Trends in Computing Sciences, ICTCS 2019 - Proceedings"
"5th Brazilian Conference on Intelligent Systems, BRACIS 2016","Proceedings - 2016 5th Brazilian Conference on Intelligent Systems, BRACIS 2016"
"2021 IEEE Global Engineering Education Conference, EDUCON 2021","IEEE Global Engineering Education Conference, EDUCON"
"50th Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN-W 2020","Proceedings - 50th Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN-W 2020"
"23.a Conferencia da Associacao Portuguesa de Sistemas de Informacao, CAPSI 2023 - 23rd Conference of the Portuguese Association for Information Systems, CAPSI 2023",Atas da Conferencia da Associacao Portuguesa de Sistemas de Informacao
"11th IEEE International Conference on Service-Oriented Computing and Applications, SOCA 2018","Proceedings - IEEE 11th International Conference on Service-Oriented Computing and Applications, SOCA 2018"
"2022 IEEE International Conference on Recent Advances in Systems Science and Engineering, RASSE 2022","RASSE 2022 - IEEE International Conference on Recent Advances in Systems Science and Engineering, Symposium Proceedings"
"2020 IEEE International Conference on Advent Trends in Multidisciplinary Research and Innovation, ICATMRI 2020","Proceedings of IEEE International Conference on Advent Trends in Multidisciplinary Research and Innovation, ICATMRI 2020"
"2nd International Conference on Digital Futures and Transformative Technologies, ICoDT2 2022","2022 2nd International Conference on Digital Futures and Transformative Technologies, ICoDT2 2022"
"23rd IEEE International Enterprise Distributed Object Computing Conference, EDOC 2019","Proceedings - 2019 IEEE 23rd International Enterprise Distributed Object Computing Conference, EDOC 2019"
"4th Cyber Security in Networking Conference, CSNet 2020","2020 4th Cyber Security in Networking Conference, CSNet 2020"
"7th IEEE International Women in Engineering (WIE) Conference on Electrical and Computer Engineering, WIECON-ECE 2021","Proceedings of 2021 IEEE International Women in Engineering (WIE) Conference on Electrical and Computer Engineering, WIECON-ECE 2021"
"17th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2020","2020 17th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2020"
9th International Conference on Information and Knowledge Management (CIKM 2000),"International Conference on Information and Knowledge Management, Proceedings"
"25th International Conference on Soft Computing, MENDEL 2019",Mendel
"24th International Carpathian Control Conference, ICCC 2023","Proceedings of the 2023 24th International Carpathian Control Conference, ICCC 2023"
"25th IEEE International Conference on Engineering, Technology and Innovation, ICE/ITMC 2019","Proceedings - 2019 IEEE International Conference on Engineering, Technology and Innovation, ICE/ITMC 2019"
"13th International Conference on Communications, COMM 2020","2020 13th International Conference on Communications, COMM 2020 - Proceedings"
"2018 International Conference on Cyber Situational Awareness, Data Analytics and Assessment, CyberSA 2018","2018 International Conference on Cyber Situational Awareness, Data Analytics and Assessment, CyberSA 2018"
"18th International Conference on Smart Technologies, EUROCON 2019",EUROCON 2019 - 18th International Conference on Smart Technologies
"3rd International Conference on Intelligent Autonomous Systems, ICoIAS 2020","2020 3rd International Conference on Intelligent Autonomous Systems, ICoIAS 2020"
"8th International Conference on Information and Communication Technology, ICoICT 2020","2020 8th International Conference on Information and Communication Technology, ICoICT 2020"
"2020 Crypto Valley Conference on Blockchain Technology, CVCBT 2020","Proceedings - 2020 Crypto Valley Conference on Blockchain Technology, CVCBT 2020"
"2017 2nd International Verification and Security Workshop, IVSW 2017","2017 2nd International Verification and Security Workshop, IVSW 2017"
"11th IEEE Global Conference on Consumer Electronics, GCCE 2022",GCCE 2022 - 2022 IEEE 11th Global Conference on Consumer Electronics
"2019 International Conference on Advances in Computer Technology, Information Science and Communications, CTISC 2019","Proceedings of the International Conference on Advances in Computer Technology, Information Science and Communications, CTISC 2019"
"30th International Teletraffic Congress, ITC 2018","Proceedings of the 30th International Teletraffic Congress, ITC 2018"
"2014 International Conference on Probabilistic Methods Applied to Power Systems, PMAPS 2014","2014 International Conference on Probabilistic Methods Applied to Power Systems, PMAPS 2014 - Conference Proceedings"
"8th IEEE International Conference on Industrial Engineering and Applications, ICIEA 2021","2021 IEEE 8th International Conference on Industrial Engineering and Applications, ICIEA 2021"
"20th OITS International Conference on Information Technology, OCIT 2022","Proceedings - 2022 OITS International Conference on Information Technology, OCIT 2022"
"39th IEEE International Performance Computing and Communications Conference, IPCCC 2020","2020 IEEE 39th International Performance Computing and Communications Conference, IPCCC 2020"
"12th International Conference on Sampling Theory and Applications, SampTA 2017","2017 12th International Conference on Sampling Theory and Applications, SampTA 2017"
"2018 IEEE Global Engineering Education Conference - Emerging Trends and Challenges of Engineering Education, EDUCON 2018","IEEE Global Engineering Education Conference, EDUCON"
"2023 IEEE International Conference on Artificial Intelligence, Blockchain, and Internet of Things, AIBThings 2023","2023 IEEE International Conference on Artificial Intelligence, Blockchain, and Internet of Things, AIBThings 2023 - Proceedings"
"7th International Conference on Systems and Informatics, ICSAI 2021",ICSAI 2021 - 7th International Conference on Systems and Informatics
"2019 International Conference on Biometrics, ICB 2019","2019 International Conference on Biometrics, ICB 2019"
"2012 Annual IEEE India Conference, INDICON 2012","2012 Annual IEEE India Conference, INDICON 2012"
"2022 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology, IAICT 2022","Proceedings of the 2022 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology, IAICT 2022"
"2019 Systems and Information Engineering Design Symposium, SIEDS 2019","2019 Systems and Information Engineering Design Symposium, SIEDS 2019"
"2021 European Conference on Optical Communication, ECOC 2021","2021 European Conference on Optical Communication, ECOC 2021"
"9th International Conference on Information and Communication Technology Convergence, ICTC 2018","9th International Conference on Information and Communication Technology Convergence: ICT Convergence Powered by Smart Intelligence, ICTC 2018"
"7th IEEE International Energy Conference, ENERGYCON 2022","ENERGYCON 2022 - 2022 IEEE 7th International Energy Conference, Proceedings"
"19th IEEE International Conference on Cognitive Informatics and Cognitive Computing, ICCI*CC 2020","Proceedings of 2020 IEEE 19th International Conference on Cognitive Informatics and Cognitive Computing, ICCI*CC 2020"
"2019 IEEE Conference on Communications and Network Security, CNS 2019","2019 IEEE Conference on Communications and Network Security, CNS 2019"
"2018 Global Information Infrastructure and Networking Symposium, GIIS 2018","2018 Global Information Infrastructure and Networking Symposium, GIIS 2018"
"26th Annual IEEE International Conference on High Performance Computing, HiPC 2019","Proceedings - 26th IEEE International Conference on High Performance Computing, HiPC 2019"
"2021 IEEE Symposium on Visualization for Cyber Security, VizSec 2021","Proceedings - 2021 IEEE Symposium on Visualization for Cyber Security, VizSec 2021"
"2022 International Conference on Frontiers of Information Technology, FIT 2022","Proceedings - 2022 International Conference on Frontiers of Information Technology, FIT 2022"
"2nd International Conference on Artificial Intelligence and Signal Processing, AISP 2022","2022 2nd International Conference on Artificial Intelligence and Signal Processing, AISP 2022"
"6th International Conference on Parallel, Distributed and Grid Computing, PDGC 2020","PDGC 2020 - 2020 6th International Conference on Parallel, Distributed and Grid Computing"
"18th IEEE World Symposium on Applied Machine Intelligence and Informatics, SAMI 2020","SAMI 2020 - IEEE 18th World Symposium on Applied Machine Intelligence and Informatics, Proceedings"
"2020 Iran Workshop on Communication and Information Theory, IWCIT 2020",IWCIT 2020 - Iran Workshop on Communication and Information Theory
"23rd International Conference on Soft Computing, MENDEL 2017",Mendel
"4th IEEE International Conference on Collaboration and Internet Computing, CIC 2018","Proceedings - 4th IEEE International Conference on Collaboration and Internet Computing, CIC 2018"
"2020 IEEE International Conference on Artificial Intelligence in Engineering and Technology, IICAIET 2020","IEEE International Conference on Artificial Intelligence in Engineering and Technology, IICAIET 2020"
"2020 IEEE Conference on Big Data and Analytics, ICBDA 2020","2020 IEEE Conference on Big Data and Analytics, ICBDA 2020"
"30th International Conference on Information Systems Development, ISD 2022",Lecture Notes in Information Systems and Organisation
"2022 RIVF International Conference on Computing and Communication Technologies, RIVF 2022","Proceedings - 2022 RIVF International Conference on Computing and Communication Technologies, RIVF 2022"
"3rd IEEE International Conference on Artificial Intelligence and Knowledge Engineering, AIKE 2020","Proceedings - 2020 IEEE 3rd International Conference on Artificial Intelligence and Knowledge Engineering, AIKE 2020"
"6th International Conference on Recent Trends on Electronics, Information, Communication and Technology, RTEICT 2021","2021 6th International Conference on Recent Trends on Electronics, Information, Communication and Technology, RTEICT 2021"
"9th IEEE International Conference on Information Technology and Nanotechnology, ITNT 2023","Proceedings - 9th IEEE International Conference on Information Technology and Nanotechnology, ITNT 2023"
"24th IEEE International Conference on Intelligent Engineering Systems, INES 2020","INES 2020 - IEEE 24th International Conference on Intelligent Engineering Systems, Proceedings"
"2022 International Research Conference on Smart Computing and Systems Engineering, SCSE 2022","Proceedings - International Research Conference on Smart Computing and Systems Engineering, SCSE 2022"
"4th International Conference on Cognitive Computing and Information Processing, CCIP 2022","2022 4th International Conference on Cognitive Computing and Information Processing, CCIP 2022"
"3rd International Seminar on Research of Information Technology and Intelligent Systems, ISRITI 2020","2020 3rd International Seminar on Research of Information Technology and Intelligent Systems, ISRITI 2020"
"4th International Balkan Conference on Communications and Networking, BalkanCom 2021","2021 International Balkan Conference on Communications and Networking, BalkanCom 2021"
"2nd International Conference on Informatics, ICI 2023","Proceedings of 2023 2nd International Conference on Informatics, ICI 2023"
"2021 International Seminar on Machine Learning, Optimization, and Data Science, ISMODE 2021","2021 International Seminar on Machine Learning, Optimization, and Data Science, ISMODE 2021"
"24th Conference on Innovation in Clouds, Internet and Networks and Workshops, ICIN 2021","2021 24th Conference on Innovation in Clouds, Internet and Networks and Workshops, ICIN 2021"
"17th IEEE International Conference on Intelligence and Security Informatics, ISI 2019","2019 IEEE International Conference on Intelligence and Security Informatics, ISI 2019"
"2019 National Information Technology Conference, NITC 2019","2019 National Information Technology Conference, NITC 2019"
"4th International Conference on Computer and Informatics Engineering, IC2IE 2021","Proceedings - 2021 4th International Conference on Computer and Informatics Engineering: IT-Based Digital Industrial Innovation for the Welfare of Society, IC2IE 2021"
"20th European Conference on Knowledge Management, ECKM 2019","Proceedings of the European Conference on Knowledge Management, ECKM"
"2021 International Conference on Information Technology, ICIT 2021","2021 International Conference on Information Technology, ICIT 2021 - Proceedings"
"2020 IEEE Congress on Cybermatics: 13th IEEE International Conferences on Internet of Things, iThings 2020, 16th IEEE International Conference on Green Computing and Communications, GreenCom 2020, 13th IEEE International Conference on Cyber, Physical and Social Computing, CPSCom 2020 and 6th IEEE International Conference on Smart Data, SmartData 2020","Proceedings - IEEE Congress on Cybermatics: 2020 IEEE International Conferences on Internet of Things, iThings 2020, IEEE Green Computing and Communications, GreenCom 2020, IEEE Cyber, Physical and Social Computing, CPSCom 2020 and IEEE Smart Data, SmartData 2020"
"5th International Conference on Information and Communication Technologies for Disaster Management, ICT-DM 2018","2018 5th International Conference on Information and Communication Technologies for Disaster Management, ICT-DM 2018"
"8th IEEE/ACM International Workshop on Software Engineering Research and Industrial Practice, SER and IP 2021","Proceedings - 2021 IEEE/ACM 8th International Workshop on Software Engineering Research and Industrial Practice, SER and IP 2021"
"3rd IEEE/ACM International Workshop on Software Engineering for Healthcare, SEH 2021","Proceedings - 2021 IEEE/ACM 3rd International Workshop on Software Engineering for Healthcare, SEH 2021"
"9th International Conference on Advanced Computer Science and Information Systems, ICACSIS 2017","2017 International Conference on Advanced Computer Science and Information Systems, ICACSIS 2017"
"15th IEEE International Symposium on Applied Computational Intelligence and Informatics, SACI 2021","SACI 2021 - IEEE 15th International Symposium on Applied Computational Intelligence and Informatics, Proceedings"
"19th IEEE World Symposium on Applied Machine Intelligence and Informatics, SAMI 2021","SAMI 2021 - IEEE 19th World Symposium on Applied Machine Intelligence and Informatics, Proceedings"
"2022 Intelligent Technologies and Electronic Devices in Vehicle and Road Transport Complex, TIRVED 2022","2022 Intelligent Technologies and Electronic Devices in Vehicle and Road Transport Complex, TIRVED 2022 - Conference Proceedings"
"2022 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2022","Proceedings - 2022 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2022"
"10th International Conference on Operations Research and Enterprise Systems, ICORES 2021",International Conference on Operations Research and Enterprise Systems
"15th International Conference on Network and Service Management, CNSM 2019","15th International Conference on Network and Service Management, CNSM 2019"
"18th IEEE International Conference on e-Business Engineering, ICEBE 2022","Proceedings - 2022 IEEE International Conference on e-Business Engineering, ICEBE 2022"
"2022 International Conference on Digital Transformation and Intelligence, ICDI 2022","2022 International Conference on Digital Transformation and Intelligence, ICDI 2022 - Proceedings"
"52nd Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN 2022","Proceedings - 52nd Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN 2022"
"1st IEEE International Conference on Advances in Data-Driven Analytics and Intelligent Systems, ADACIS 2023","Proceedings - 2023 IEEE International Conference on Advances in Data-Driven Analytics and Intelligent Systems, ADACIS 2023"
"6th IEEE International Conference on Artificial Intelligence and Knowledge Engineering, AIKE 2023","Proceedings - 2023 IEEE 6th International Conference on Artificial Intelligence and Knowledge Engineering, AIKE 2023"
"20th Annual IFIP Networking Conference, IFIP Networking 2021","2021 IFIP Networking Conference, IFIP Networking 2021"
"3rd International Conference on Computational Systems and Information Technology for Sustainable Solutions, CSITSS 2018","Proceedings 2018 3rd International Conference on Computational Systems and Information Technology for Sustainable Solutions, CSITSS 2018"
"2022 International Conference on Electronics, Information, and Communication, ICEIC 2022","2022 International Conference on Electronics, Information, and Communication, ICEIC 2022"
"7th International Conference on Wireless Communications, Signal Processing and Networking, WiSPNET 2022","2022 International Conference on Wireless Communications, Signal Processing and Networking, WiSPNET 2022"
"6th International Conference on Computing, Communication, Control and Automation, ICCUBEA 2022","2022 6th International Conference on Computing, Communication, Control and Automation, ICCUBEA 2022"
"9th ACM Conference on Information-Centric Networking, ICN 2022",ICN 2022 - Proceedings of the 2022 9th ACM Conference on Information-Centric Networking
"25th International Conference on Information Fusion, FUSION 2022","2022 25th International Conference on Information Fusion, FUSION 2022"
"1st IEEE International Conference on Data Stream Mining and Processing, DSMP 2016","Proceedings of the 2016 IEEE 1st International Conference on Data Stream Mining and Processing, DSMP 2016"
"8th IEEE International Workshop on Information Forensics and Security, WIFS 2016","8th IEEE International Workshop on Information Forensics and Security, WIFS 2016"
"2007 IEEE International Conference on Information Reuse and Integration, IEEE IRI-2007","2007 IEEE International Conference on Information Reuse and Integration, IEEE IRI-2007"
"1st IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications, TPS-ISA 2019","Proceedings - 1st IEEE International Conference on Trust, Privacy and Security in Intelligent Systems and Applications, TPS-ISA 2019"
"22nd ACM/IEEE International Conference on Information Processing in Sensor Networks, IPSN 2023",IPSN 2023 -  Proceedings of the 2023 22nd International Conference on Information Processing in Sensor Networks
"4th International Conference on Advances in Computing, Communication and Automation, ICACCA 2018","Proceedings - 2018 4th International Conference on Advances in Computing, Communication and Automation, ICACCA 2018"
"2019 IEEE-RIVF International Conference on Computing and Communication Technologies, RIVF 2019",RIVF 2019 - Proceedings: 2019 IEEE-RIVF International Conference on Computing and Communication Technologies
"2019 International Conference on System Science and Engineering, ICSSE 2019","Proceedings of 2019 International Conference on System Science and Engineering, ICSSE 2019"
"3rd International Conference for Emerging Technology, INCET 2022","2022 3rd International Conference for Emerging Technology, INCET 2022"
"14th IEEE International Symposium on Applied Computational Intelligence and Informatics, SACI 2020","SACI 2020 - IEEE 14th International Symposium on Applied Computational Intelligence and Informatics, Proceedings"
"4th International Conference on Smart Energy Systems and Technologies, SEST 2021",SEST 2021 - 4th International Conference on Smart Energy Systems and Technologies
"11th IEEE International Conference on Renewable Energy Research and Applications, ICRERA 2022","11th IEEE International Conference on Renewable Energy Research and Applications, ICRERA 2022"
"2020 International Conference on Cyber Situational Awareness, Data Analytics and Assessment, Cyber SA 2020","2020 International Conference on Cyber Situational Awareness, Data Analytics and Assessment, Cyber SA 2020"
"15th International Conference on Information Processing, ICINPRO 2019","2019 15th International Conference on Information Processing: Internet of Things, ICINPRO 2019 - Proceedings"
"17th International Conference on Open Source Systems and Technologies, ICOSST 2023","2023 17th International Conference on Open Source Systems and Technologies, ICOSST 2023 - Proceedings"
"22nd Asia-Pacific Network Operations and Management Symposium, APNOMS 2021","2021 22nd Asia-Pacific Network Operations and Management Symposium, APNOMS 2021"
"6th International Conference on Information Science and Control Engineering, ICISCE 2019","Proceedings - 2019 6th International Conference on Information Science and Control Engineering, ICISCE 2019"
"18th Annual IEEE International Conference on Pervasive Computing and Communications, PerCom 2020","18th Annual IEEE International Conference on Pervasive Computing and Communications, PerCom 2020"
"5th International Conference on Science in Information Technology, ICSITech 2019","Proceeding - 2019 5th International Conference on Science in Information Technology: Embracing Industry 4.0: Towards Innovation in Cyber Physical System, ICSITech 2019"
"2022 IEEE Conference on Computer Communications Workshops, INFOCOM WKSHPS 2022",INFOCOM WKSHPS 2022 - IEEE Conference on Computer Communications Workshops
"3rd IFIP/IEEE Network Traffic Measurement and Analysis Conference, TMA 2019",TMA 2019 - Proceedings of the 3rd Network Traffic Measurement and Analysis Conference
"15th IEEE International Conference on Big Data Science and Engineering, BigDataSE 2021","Proceedings - 2021 IEEE 15th International Conference on Big Data Science and Engineering, BigDataSE 2021"
"2nd IEEE International Conference on Information Systems and Computer Aided Education, ICISCAE 2019","2019 2nd International Conference on Information Systems and Computer Aided Education, ICISCAE 2019"
"2019 IEEE Jordan International Joint Conference on Electrical Engineering and Information Technology, JEEIT 2019","2019 IEEE Jordan International Joint Conference on Electrical Engineering and Information Technology, JEEIT 2019 - Proceedings"
"7th International Conference on Communication and Electronics Systems, ICCES 2022","7th International Conference on Communication and Electronics Systems, ICCES 2022 - Proceedings"
"2014 International Conference on Control, Decision and Information Technologies, CoDIT 2014","Proceedings - 2014 International Conference on Control, Decision and Information Technologies, CoDIT 2014"
"12th International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery, CyberC 2022","Proceedings - 2022 International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery, CyberC 2022"
"6th Annual International Workshop on Innovating the Network for Data Intensive Science, INDIS 2019","Proceedings of 6th Annual International Workshop on Innovating the Network for Data Intensive Science, INDIS 2019 - Held in conjunction with SC 2019: The International Conference for High Performance Computing, Networking, Storage and Analysis"
"14th International Conference on Computing Communication and Networking Technologies, ICCCNT 2023","2023 14th International Conference on Computing Communication and Networking Technologies, ICCCNT 2023"
"11th International Conference on Software, Knowledge, Information Management and Applications, SKIMA 2017","International Conference on Software, Knowledge Information, Industrial Management and Applications, SKIMA"
"3rd International Conference on Advances in Electrical, Computing, Communication and Sustainable Technologies, ICAECT 2023","2023 3rd International Conference on Advances in Electrical, Computing, Communication and Sustainable Technologies, ICAECT 2023"
"25th International Conference on Information Technology, IT 2021","2021 25th International Conference on Information Technology, IT 2021"
"2021 IEEE International Smart Cities Conference, ISC2 2021","2021 IEEE International Smart Cities Conference, ISC2 2021"
"1st Workshop on Enhanced Network Techniques and Technologies for the Industrial IoT to Cloud Continuum, IIoT-NETs 2023",IIoT-NETs 2023 - Proceedings of the 2023 Enhanced Network Techniques and Technologies for the Industrial IoT to Cloud Continuum
